parent,children,0
S,"('NP-SBJ', 'VP', '.')",0.1624277456647399
S,"('NP-SBJ-1', 'VP', '.')",0.0307514450867052
S,"('NP-SBJ', 'NP-PRD')",0.0054335260115606935
S,"('S-TPC-1', ',', 'NP-SBJ', 'VP', '.')",0.007283236994219653
S,"('-NONE-',)",0.05514450867052023
S,"('S-TPC-2', ',', 'NP-SBJ', 'VP', '.')",0.003699421965317919
S,"('NP-SBJ', 'VP')",0.39202312138728324
S,"('SBAR-ADV', ',', 'NP-SBJ', 'VP', '.')",0.004971098265895954
S,"('NP-SBJ-2', 'VP')",0.023236994219653178
S,"('NP-SBJ', 'VP', '.', ""''"")",0.007745664739884393
S,"('NP-SBJ-1', 'VP')",0.042890173410404624
S,"('PP-LOC', ',', 'NP-SBJ', 'VP', '.')",0.007861271676300578
S,"('NP-SBJ-4', 'VP')",0.0018497109826589595
S,"('NP-SBJ-5', 'VP')",0.00046242774566473987
S,"('PP-TMP', ',', 'NP-SBJ', 'VP', '.')",0.007514450867052023
S,"('PP-TMP', ',', 'NP-SBJ-6', 'VP', '.')",0.00011560693641618497
S,"('NP-SBJ-7', 'VP', '.')",0.00011560693641618497
S,"('NP-SBJ-8', 'VP')",0.00023121387283236994
S,"('``', 'CC', 'NP-SBJ-1', 'VP', '.')",0.00011560693641618497
S,"('NP-SBJ-9', 'VP', '.')",0.00011560693641618497
S,"('NP-SBJ', ',', 'PP', ',', 'VP', '.')",0.0010404624277456647
S,"('PP', ',', 'NP-SBJ-1', 'VP', '.')",0.0023121387283236996
S,"('ADVP', ',', 'NP-SBJ', 'VP', '.')",0.005086705202312139
S,"('S', ':', 'S', '.')",0.004971098265895954
S,"('NP-SBJ-10', 'VP', '.')",0.00011560693641618497
S,"('NP-SBJ-11', 'VP', '.')",0.00023121387283236994
S,"('S', ',', 'CC', 'S', '.')",0.010867052023121387
S,"('NP-SBJ-12', 'VP', '.')",0.00011560693641618497
S,"('PP-LOC', 'NP-SBJ', 'VP', '.')",0.0008092485549132948
S,"('ADVP-TMP', ',', 'NP-SBJ', 'VP', '.')",0.0027745664739884392
S,"('SBAR-TMP', ',', 'NP-SBJ', 'ADVP', 'VP', '.')",0.00023121387283236994
S,"('CC', 'NP-SBJ-1', 'VP', '.')",0.0017341040462427746
S,"('PP', ',', 'NP-SBJ', 'VP', '.')",0.007861271676300578
S,"('NP-TMP', ',', 'PP', ',', 'NP-SBJ-1', 'VP', '.')",0.00011560693641618497
S,"('S', ',', 'IN', 'S', '.')",0.00011560693641618497
S,"('ADVP-TMP', ',', 'PP', ',', 'NP-SBJ', 'VP', '.')",0.00011560693641618497
S,"('S-ADV', ',', 'NP-SBJ-1', 'VP', '.')",0.0020809248554913293
S,"('NP-SBJ', 'ADVP', 'VP')",0.005895953757225433
